Authors;Title;ID;Date;Konsortium;Publication Type;Quelle;Duplikat / Preprint
Katharine Sherratt, Hugo Gruson, Rok Grah, Helen Johnson, Rene Niehus, Bastian Prasse, Frank Sandmann, Jannik Deuschel, Daniel Wolffram, Sam Abbott, Alexander Ullrich, Graham Gibson, Evan L Ray, Nicholas G Reich, Daniel Sheldon, Yijin Wang, Nutcha Wattanachit, Lijing Wang, Jan Trnka, Guillaume Obozinski, Tao Sun, Dorina Thanou, Loic Pottier, Ekaterina Krymova, Jan H Meinke, Maria Vittoria Barbarossa, Neele Leithauser, Jan Mohring, Johanna Schneider, Jaroslaw Wlazlo, Jan Fuhrmann, Berit Lange, Isti Rodiah, Prasith Baccam, Heidi Gurung, Steven Stage, Bradley Suchoski, Jozef Budzinski, Robert Walraven, Inmaculada Villanueva, Vit Tucek, Martin Smid, Milan Zajicek, Cesar Perez Alvarez, Borja Reina, Nikos I Bosse, Sophie R Meakin, Lauren Castro, Geoffrey Fairchild, Isaac Michaud, Dave Osthus, Pierfrancesco Alaimo Di Loro, Antonello Maruotti, Veronika Eclerova, Andrea Kraus, David Kraus, Lenka Pribylova, Bertsimas Dimitris, Michael Lingzhi Li, Soni Saksham, Jonas Dehning, Sebastian Mohr, Viola Priesemann, Grzegorz Redlarski, Benjamin Bejar, Giovanni Ardenghi, Nicola Parolini, Giovanni Ziarelli, Wolfgang Bock, Stefan Heyder, Thomas Hotz, David E Singh, Miguel Guzman-Merino, Jose L Aznarte, David Morina, Sergio Alonso, Enric Alvarez, Daniel Lopez, Clara Prats, Jan Pablo Burgard, Arne Rodloff, Tom Zimmermann, Alexander Kuhlmann, Janez Zibert, Fulvia Pennoni, Fabio Divino, Marti Catala, Gianfranco Lovison, Paolo Giudici, Barbara Tarantino, Francesco Bartolucci, Giovanna Jona Lasinio, Marco Mingione, Alessio Farcomeni, Ajitesh Srivastava, Pablo Montero-Manso, Aniruddha Adiga, Benjamin Hurt, Bryan Lewis, Madhav Marathe, Przemyslaw Porebski, Srinivasan Venkatramanan, Rafal P Bartczuk, Filip Dreger, Anna Gambin, Krzysztof Gogolewski, Magdalena Gruziel-Slomka, Bartosz Krupa, Antoni Moszyński, Karol Niedzielewski, Jedrzej Nowosielski, Maciej Radwan, Franciszek Rakowski, Marcin Semeniuk, Ewa Szczurek, Jakub Zielinski, Jan Kisielewski, Barbara Pabjan, Kirsten Holger, Yuri Kheifetz, Markus Scholz, Biecek Przemyslaw, Marcin Bodych, Maciej Filinski, Radoslaw Idzikowski, Tyll Krueger, Tomasz Ozanski, Johannes Bracher, Sebastian Funk;Predictive performance of multi-model ensemble forecasts of COVID-19 across European nations;10.7554/eLife.81916;2023;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Moritz Schubotz, Eloi Ferrer, Johannes Stegmüller, Daniel Mietchen, Olaf Teschke, Larissa Pusch, Tim OF Conrad;Bravo MaRDI: A Wikibase Powered Knowledge Graph on Mathematics;10.48550/ARXIV.2309.11484;2023;Konsortium: MaRDI;preprint;Quelle: Dimensons;
Torsten Schrade, Regine Stein, Julia Tolksdorf, Christian Vater, Lukas Weimer;"Datenpublikation zur Veröffentlichung ""NFDI4Culture und Text+ – Kartierung einer Zusammenarbeit"" (Poster auf der DHd2023-Konferenz)";10.5281/zenodo.7973467;2023;Konsortium: NFDI4Culture;dataset;Quelle: Zenodo Community NFDI4Culture;
Andreas Søgaard, Rasmus F. Ørsøe, Leon Bozianu, Morten Holm, Kaare Endrup Iversen, Tim Guggenmos, Martin Ha Minh, Philipp Eller, Troels C. Petersen;GraphNeT: Graph neural networks for neutrino telescope event reconstruction;10.48550/ARXIV.2210.12194;2022;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;
Benjamin Sischka, Göran Kauermann;Nonparametric Two-Sample Test for Networks Using Joint Graphon Estimation;10.48550/ARXIV.2303.16014;2023;Konsortium: BERD@NFDI;preprint;Quelle: Dimensons;
Beatriz Serrano-Solano, Anne Fouilloux, Ignacio Eguinoa, Matúš Kalaš, Björn Grüning, Frederik Coppens;Galaxy: A Decade of Realising CWFR Concepts;10.1162/dint_a_00136;2022;Konsortium: DataPLANT;journalArticle;Quelle: Dimensons;
Falk Schreiber, Padraig Gleeson, Martin Golebiewski, Thomas E. Gorochowski, Michael Hucka, Sarah M. Keating, Matthias König, Chris J. Myers, David P. Nickerson, Björn Sommer, Dagmar Waltemath;Specifications of standards in systems and synthetic biology: status and developments in 2021;10.1515/jib-2021-0026;2021;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Torsten Schrade, Regine Stein, Julia Tolksdorf, Christian Vater, Lukas Weimer;"Datenpublikation zur Veröffentlichung ""NFDI4Culture und Text+ – Kartierung einer Zusammenarbeit"" (Poster auf der DHd2023-Konferenz)";10.5281/ZENODO.7973467;2023;Konsortium: Text+;dataset;Quelle: Zenodo Community Text+;
Silke L. Schneider;The classification of education in surveys: a generalized framework for ex-post harmonization;10.1007/s11135-021-01101-1;2022;Konsortium: KonsortSWD;journalArticle;Quelle: Dimensons;
Christian Schmidt, Janina Hanne, Josh Moore, Christian Meesters, Elisa Ferrando-May, Stefanie Weidtkamp-Peters;Research data management for bioimaging: the 2021 NFDI4BIOIMAGE community survey;10.12688/f1000research.121714.2;2022;Konsortium: NFDI4BIOIMAGE;journalArticle;Quelle: Scopus;
Christian Schmidt;Fourier coefficients of the net-baryon number density;10.48550/ARXIV.2301.04978;2023;Konsortium: PUNCH4NFDI;preprint;Quelle: Dimensons;
Sophie C. Schmidt, Florian Thiery, Martina Trognitz;Practices of Linked Open Data in Archaeology and Their Realisation in Wikidata;10.3390/digital2030019;2022;Konsortium: NFDI4Objects;journalArticle;Quelle: Dimensons;
Carsten Oliver Schmidt, Juliane Fluck, Martin Golebiewski, Linus Grabenhenrich, Horst Hahn, Toralf Kirsten, Sebastian Klammt, Matthias Löbe, Ulrich Sax, Sylvia Thun, Iris Pigeot, Wolfgang Ahrens, Johannes Darms, Jörg Henke, Xiaoming Hu, Sophie Klopfenstein, Lisa Langnickel, Bianca Lassen-Schmidt, Hermann Pohlabeln, Michael Lieser, Anatol-Fiete Näher, Markus Scholz, Carina Vorisek, Dagmar Waltemath, Hannes Wünsche;COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur;10.1007/s00103-021-03386-x;2021;Konsortium: NFDI4Health;journalArticle;Quelle: Scopus;
Daniel Schmider, Lubow Maier, Olaf Deutschmann;Reaction Kinetics of CO and CO <sub>2</sub> Methanation over Nickel;10.1021/acs.iecr.1c00389;2021;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Robin Schmid, Steffen Heuckeroth, Ansgar Korf, Aleksandr Smirnov, Owen Myers, Thomas S. Dyrlund, Roman Bushuiev, Kevin J. Murray, Nils Hoffmann, Miaoshan Lu, Abinesh Sarvepalli, Zheng Zhang, Markus Fleischauer, Kai Dührkop, Mark Wesner, Shawn J. Hoogstra, Edward Rudt, Olena Mokshyna, Corinna Brungs, Kirill Ponomarov, Lana Mutabdžija, Tito Damiani, Chris J. Pudney, Mark Earll, Patrick O. Helmer, Timothy R. Fallon, Tobias Schulze, Albert Rivas-Ubach, Aivett Bilbao, Henning Richter, Louis-Félix Nothias, Mingxun Wang, Matej Orešič, Jing-Ke Weng, Sebastian Böcker, Astrid Jeibmann, Heiko Hayen, Uwe Karst, Pieter C. Dorrestein, Daniel Petras, Xiuxia Du, Tomáš Pluskal;Integrative analysis of multimodal mass spectrometry data in MZmine 3;10.1038/s41587-023-01690-2;2023;Konsortium: NFDI4Chem;journalArticle;Quelle: Dimensons;
Christoph Schickhardt, Eva Winkler, Ulrich Sax, Benedikt Buchner;Dateninfrastrukturen für die Gesundheitsforschung: Ethische Rahmenbedingungen und rechtliche Umsetzung;10.1007/s00103-022-03648-2;2023;Konsortium: NFDI4Health;journalArticle;Quelle: Publikationsseite GHGA;
Ines F. Scheller, Karoline Lutz, Christian Mertes, Vicente A. Yépez, Julien Gagneur;Improved detection of aberrant splicing using the Intron Jaccard Index;10.1101/2023.03.31.23287997;2023;Konsortium: GHGA;preprint;Quelle: Dimensons;
Matthias Scheffler, Martin Aeschlimann, Martin Albrecht, Tristan Bereau, Hans-Joachim Bungartz, Claudia Felser, Mark Greiner, Axel Groß, Christoph T. Koch, Kurt Kremer, Wolfgang E. Nagel, Markus Scheidgen, Christof Wöll, Claudia Draxl;FAIR data enabling new horizons for materials research;10.48550/ARXIV.2204.13240;2022;Konsortium: FAIRagro;preprint;Quelle: Dimensons;ja
Matthias Scheffler, Martin Aeschlimann, Martin Albrecht, Tristan Bereau, Hans-Joachim Bungartz, Claudia Felser, Mark Greiner, Axel Groß, Christoph T. Koch, Kurt Kremer, Wolfgang E. Nagel, Markus Scheidgen, Christof Wöll, Claudia Draxl;FAIR data enabling new horizons for materials research;10.1038/s41586-022-04501-x;2022;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;ja
Luigi Sbailò, Luca M. Ghiringhelli;Uncertainty Quantification in Deep Neural Networks through Statistical Inference on Latent Space;10.48550/ARXIV.2305.10840;2023;Konsortium: FAIRmat;preprint;Quelle: Dimensons;
Luigi Sbailò, Ádám Fekete, Luca M. Ghiringhelli, Matthias Scheffler;The NOMAD Artificial-Intelligence Toolkit: turning materials-science data into knowledge and understanding;10.1038/s41524-022-00935-z;2022;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;ja
Markus Scheidgen, Lauri Himanen, Alvin Noe Ladines, David Sikter, Mohammad Nakhaee, Ádám Fekete, Theodore Chang, Amir Golparvar, José A. Márquez, Sandor Brockhauser, Sebastian Brückner, Luca M. Ghiringhelli, Felix Dietrich, Daniel Lehmberg, Thea Denell, Andrea Albino, Hampus Näsström, Sherjeel Shabih, Florian Dobener, Markus Kühbach, Rubel Mozumder, Joseph F. Rudzinski, Nathan Daelman, José M. Pizarro, Martin Kuban, Cuauhtemoc Salazar, Pavel Ondračka, Hans-Joachim Bungartz, Claudia Draxl;NOMAD: A distributed web-based platform for managingmaterials science research data;10.21105/joss.05388;2023;Konsortium: FAIRmat;journalArticle;Quelle: Publikationsseite FAIRmat;
Christina Schamp, Mark Heitmann, Tammo H.A. Bijmolt, Robin Katzenstein;The Effectiveness of Cause-Related Marketing: A Meta-Analysis on Consumer Responses;10.1177/00222437221109782;2023;Konsortium: BERD@NFDI;journalArticle;Quelle: Dimensons;
Luigi Sbailò, Ádám Fekete, Luca M. Ghiringhelli, Matthias Scheffler;The NOMAD Artificial-Intelligence Toolkit: Turning materials-science data into knowledge and understanding;10.48550/ARXIV.2205.15686;2022;Konsortium: FAIRmat;preprint;Quelle: Dimensons;ja
Till Sauerwein, Thorsten Bischler, Konrad U. Förstner;READemption 2: Multi-species RNA-Seq made easy;10.1101/2022.09.30.510338;2022;Konsortium: NFDI4Microbiota;preprint;Quelle: Dimensons;
Maria Hägglund, Madeleine Blusi, Stefano Bonacina, Lina Nilsson, Inge Cort Madsen, Sylvia Pelayo, Anne Moen, Arriel Benis, Lars Lindsköld, Parisis Gallos, Julia Sasse, Juliane Fluck;An Annotation Workbench for Semantic Annotation of Data Collection Instruments;DOI: 10.3233/SHTI230074;2023;Konsortium: NFDI4Health;bookSection;Quelle: Scopus;
Sheeba Samuel, Daniel Mietchen;Computational reproducibility of Jupyter notebooks from biomedical publications;10.48550/ARXIV.2308.07333;2023;Konsortium: MaRDI;preprint;Quelle: Dimensons;
Abel Salazar, Bianca Wentzel, Sonja Schimmler, Roger Gläser, Schirin Hanf, Stephan A. Schunk;How Research Data Management Plans Can Help in Harmonizing Open Science and Approaches in the Digital Economy;10.1002/chem.202202720;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Scopus;
Lozana Rossenova, Zoe Schubert, Richard Vock, Lucia Sohmen, Lukas Günther, Paul Duchesne, Ina Blümel;Collaborative annotation and semantic enrichment of 3D media: a FOSS toolchain;10.1145/3529372.3533289;2022;Konsortium: NFDI4Culture;conferencePaper;Quelle: Scopus;
Muriel Ritsch, Noriko A. Cassman, Shahram Saghaei, Manja Marz;Navigating the Landscape: A Comprehensive Review of Current Virus Databases;10.3390/v15091834;2023;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;
Lorenz Christian Reimer, Konrad U. Förstner, Jörg Overmann;Besser forschen durch offene und FAIRe Daten;10.1007/s12268-022-1725-6;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Publikationsseite NFDI4Microbiota;
Heidi L. Rehm, Angela J. H. Page, Lindsay Smith, Jeremy B. Adams, Gil Alterovitz,  ...;GA4GH: International policies and standards for data sharing across genomic research and healthcare;10.1016/j.xgen.2021.100029;2021;Konsortium: GHGA;journalArticle;Quelle: Publikationsseite GHGA;
Julia Sasse, Johannes Darms, Juliane Fluck;Semantic Metadata Annotation Services in the Biomedical Domain—A Literature Review;10.3390/app12020796;2022;Konsortium: NFDI4Health;journalArticle;Quelle: Scopus;
Lozana Rossenova, Zoe Schubert, Richard Vock, Lucia Sohmen, Lukas Günther, Ina Blümel;How to semantically annotate 3D models of non-textual cultural heritage? A new FOSS toolchain for the Digital Humanities;10.5281/zenodo.6951603;2022;Konsortium: NFDI4Culture;conferencePaper;Quelle: Zenodo Community NFDI4Culture;
Ulisses Nunes Da Rocha, Muhammad Kabiru Nata’ala, Anderson Paulo Avila Santos, Jonas Coelho Kasmanas, Alexander Bartholomäus, João Pedro Saraiva, Sandra Godinho Silva, Tina Keller-Costa, Rodrigo Costa, André Carlos Ponce De Leon Ferreira De Carvalho, Peter F. Stadler, Danilo Sipoli Sanches;MarineMetagenomeDB: a public repository for curated and standardized metadata for marine metagenomes;10.21203/rs.3.rs-1431837/v1;2022;Konsortium: NFDI4Microbiota;preprint;Quelle: Dimensons;ja
Daniel Richtmann, Nils Meyer, Tilo Wettig;MRHS multigrid solver for Wilson-clover fermions;10.48550/ARXIV.2211.13719;2022;Konsortium: PUNCH4NFDI;preprint;Quelle: Publikationsseite PUNCH4NFDI;
David Rauh, Claudia Blankenburg, Tillmann G. Fischer, Nicole Jung, Stefan Kuhn, Ulrich Schatzschneider, Tobias Schulze, Steffen Neumann;Data format standards in analytical chemistry;10.1515/pac-2021-3101;2022;Konsortium: NFDI4Chem;journalArticle;Quelle: Publikationsseite NFDI4Chem;
Thomas A. R. Purcell, Matthias Scheffler, Luca M. Ghiringhelli;Recent advances in the SISSO method and their implementation in the SISSO++ code;10.1063/5.0156620;2023;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;ja
Thomas A. R. Purcell, Matthias Scheffler, Luca M. Ghiringhelli, Christian Carbogno;Accelerating materials-space exploration for thermal insulators by mapping materials properties via artificial intelligence;10.1038/s41524-023-01063-y;2023;Konsortium: FAIRmat;journalArticle;Quelle: Dimensons;ja
Thomas A. R. Purcell, Matthias Scheffler, Luca M. Ghiringhelli, Christian Carbogno;Accelerating Materials-Space Exploration for Thermal Insulators by Mapping Materials Properties via Artificial Intelligence;10.48550/ARXIV.2204.12968;2022;Konsortium: FAIRmat;preprint;Quelle: Dimensons;ja
Lukas Rauch, Matthias Aßenmacher, Denis Huseljic, Moritz Wirth, Bernd Bischl, Bernhard Sick;ActiveGLAE: A Benchmark for Deep Active Learning with Transformers;10.48550/ARXIV.2306.10087;2023;Konsortium: BERD@NFDI;preprint;Quelle: Publikationsseite BERD@NFDI;ja
Champika Ranasinghe, Auriol Degbelo;Encoding Variables, Evaluation Criteria, and Evaluation Methods for Data Physicalisations: A Review;10.3390/mti7070073;2023;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
Simon Schrör, Georg Fischer, Sophie Beaucamp, Konstantin Hondros, Fabian Rack, Franziska Boehm, Matthias Pasdzierny, Dörte Schmidt;NFDI4Culture: Forschungsdaten in den Kulturwissenschaften;10.5771/9783748910664-253;2020;Konsortium: NFDI4Culture;conferencePaper;Quelle: Dimensons;
Lars Quakulinski, Adamantios Koumpis, Oya Deniz Beyan;The Library of Babel as a Digital Library of Human Mistakes;10.1109/JCDL57899.2023.00062;2023;Konsortium: NFDI4DataScience;conferencePaper;Quelle: Dimensons;
Thomas A. R. Purcell, Matthias Scheffler, Luca M. Ghiringhelli;Recent advances in the SISSO method and their implementation in the SISSO++ code;10.48550/ARXIV.2305.01242;2023;Konsortium: FAIRmat;preprint;Quelle: Dimensons;ja
Linus Pithan, Vladimir Starostin, David Mareček, Lukas Petersdorf, Constantin Völter, Valentin Munteanu, Maciej Jankowski, Oleg Konovalov, Alexander Gerlach, Alexander Hinderhofer, Bridget Murphy, Stefan Kowarik, Frank Schreiber;Closing the loop: autonomous experiments enabled by machine-learning-based online data analysis in synchrotron beamline environments;10.1107/S160057752300749X;2023;Konsortium: DAPHNE4NFDI;journalArticle;Quelle: Dimensons;ja
Dieter Piepenburg, Thomas Brey, Katharina Teschke, Jennifer Dannheim, Paul Kloss, Miriam L. S. Hansen, Casper Kraan;PANABIO: A point-referenced pan-Arctic data collection of benthic biotas;10.5194/essd-2023-263;2023;Konsortium: NFDI4Biodiversity;preprint;Quelle: Dimensons;
Matthias Pasdzierny, Daniel Röwenstrunk, Dörte Schmidt;Nationale Forschungsdateninfrastruktur, die Initiative NFDI4Culture und die Musikwissenschaft: Materielle und immaterielle Kulturgüter in einer nationalen Forschungsdateninfrastruktur;10.52412/mf.2019.H3.46;2021;Konsortium: NFDI4Culture;journalArticle;Quelle: Dimensons;
Nicole A. Parks, Tillmann G. Fischer, Claudia Blankenburg, Vincent F. Scalfani, Leah R. McEwen, Sonja Herres-Pawlis, Steffen Neumann;The current landscape of author guidelines in chemistry through the lens of research data sharing;10.1515/pac-2022-1001;2023;Konsortium: NFDI4Chem;journalArticle;Quelle: Scopus;
Nicole A. Parks, Tillmann G. Fischer, Claudia Blankenburg, Vincent F. Scalfani, Leah R. McEwen, Sonja Herres-Pawlis, Steffen Neumann;The current landscape of author guidelines in chemistry through the lens of research data sharing;10.22000/702;2023;Konsortium: NFDI4Chem;dataset;Quelle: Publikationsseite NFDI4Chem;
David Porubsky, Wolfram Höps, Hufsah Ashraf, PingHsun Hsieh, Bernardo Rodriguez-Martin, Feyza Yilmaz, Jana Ebler, Pille Hallast, Flavia Angela Maria Maggiolini, William T. Harvey, Barbara Henning, Peter A. Audano, David S. Gordon, Peter Ebert, Patrick Hasenfeld, Eva Benito, Qihui Zhu, Charles Lee, Francesca Antonacci, Matthias Steinrücken, Christine R. Beck, Ashley D. Sanders, Tobias Marschall, Evan E. Eichler, Jan O. Korbel;Recurrent inversion polymorphisms in humans associate with genetic instability and genomic disorders;10.1016/j.cell.2022.04.017;2022;Konsortium: GHGA;journalArticle;Quelle: Publikationsseite GHGA;
Marius Politze, Uta Christoph, Bernd Decker, Petar Hristov, Ilona Lang, Marcel Nelesen, M. Amin Yazdi;Supporting Software Development Processes for Academia with GitLab;10.29007/9157;2023;Konsortium: NFDI4Ing;conferencePaper;Quelle: Publikationsseite NFDI4Ing;
Linus Pithan, Vladimir Starostin, David Mareček, Lukas Petersdorf, Constantin Völter, Valentin Munteanu, Maciej Jankowski, Oleg Konovalov, Alexander Gerlach, Alexander Hinderhofer, Bridget Murphy, Stefan Kowarik, Frank Schreiber;Closing the loop: Autonomous experiments enabled by machine-learning-based online data analysis in synchrotron beamline environments;10.48550/ARXIV.2306.11899;2023;Konsortium: DAPHNE4NFDI;preprint;Quelle: Dimensons;ja
Iris Pigeot, Timm Intemann, Bianca Kollhorst, Ulrich Sax, Wolfgang Ahrens;FAIRifizierung von Real World Data für die Gesundheitsforschung: Ein Petitum für modernes Record Linkage;10.1007/s11553-022-00973-x;2022;Konsortium: NFDI4Health;journalArticle;Quelle: Scopus;
Zhiyu Pan, Yuting Gao, Ferdinanda Ponci, Antonello Monti;Semi-Automatic Ontology Development Framework for Building Energy Data Management;10.1109/ACCESS.2023.3323335;2023;Konsortium: NFDI4Energy;journalArticle;Quelle: Dimensons;
Ibrahim Tolga Öztürk, Rostislav Nedelchev, Christian Heumann, Esteban Garces Arias, Marius Roger, Bernd Bischl, Matthias Aßenmacher;How Different Is Stereotypical Bias Across Languages?;10.48550/ARXIV.2307.07331;2023;Konsortium: BERD@NFDI;preprint;Quelle: Publikationsseite BERD@NFDI;
Ulisses Nunes Da Rocha, Jonas Coelho Kasmanas, Rodolfo Toscan, Danilo S. Sanches, Stefania Magnusdottir, Joao Pedro Saraiva;Simulation of 69 microbial communities indicates sequencing depth and false positives are major drivers of bias in Prokaryotic metagenome-assembled genome recovery;10.1101/2023.05.02.539054;2023;Konsortium: NFDI4Microbiota;preprint;Quelle: Dimensons;
Ulisses Nunes Da Rocha, Jonas Coelho Kasmanas, René Kallies, Joao Pedro Saraiva, Rodolfo Brizola Toscan, Polonca Štefanič, Marcos Fleming Bicalho, Felipe Borim Correa, Merve Nida Baştürk, Efthymios Fousekis, Luiz Miguel Viana Barbosa, Julia Plewka, Alexander Probst, Petr Baldrian, Peter Stadler;MuDoGeR: Multi-Domain Genome Recovery from metagenomes made easy;10.1101/2022.06.21.496983;2022;Konsortium: NFDI4Microbiota;preprint;Quelle: Dimensons;
Petr Novotný, Stefan Seifert, Martin Rohn, Wolfgang Diewald, Milan Štech, Dagmar Triebel;Software infrastructure and data pipelines established for technical interoperability within a cross-border cooperation for the flora of the Bohemian Forest;10.3897/BDJ.10.e87254;2022;Konsortium: NFDI4Biodiversity;journalArticle;Quelle: Dimensons;
Sven Nordsiek, Matthias Halisch;Making geoscientific lab data FAIR: A conceptual model for a geophysical laboratory database;10.5194/gi-2023-9;2023;Konsortium: NFDI4Earth;preprint;Quelle: Dimensons;
Muhammad Kabiru Nata’ala, Anderson P. Avila Santos, Jonas Coelho Kasmanas, Alexander Bartholomäus, João Pedro Saraiva, Sandra Godinho Silva, Tina Keller-Costa, Rodrigo Costa, Newton C. M. Gomes, André Carlos Ponce De Leon Ferreira De Carvalho, Peter F. Stadler, Danilo Sipoli Sanches, Ulisses Nunes Da Rocha;MarineMetagenomeDB: a public repository for curated and standardized metadata for marine metagenomes;10.1186/s40793-022-00449-7;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Dimensons;ja
Alan R. Pacheco, Charlie Pauvert, Dileep Kishore, Daniel Segrè, Benjamin E. Wolfe;Toward FAIR Representations of Microbial Interactions;10.1128/msystems.00659-22;2022;Konsortium: NFDI4Microbiota;journalArticle;Quelle: Publikationsseite NFDI4Microbiota;
Kobkaew Opasjumruskit;OntoHuman;DOI: 10.5281/ZENODO.6783007;2022;Konsortium: NFDI4Ing;computerProgram;Quelle: Publikationsseite NFDI4Ing;
Carla Novoa Sepúlveda, Stephan Biebl, Nadja Pöllath, Stefan Seifert, Markus Weiss, Tanja Weibulat, Dagmar Triebel;GBIF-Compliant Data Pipeline for the Management and Publication of a Global Taxonomic Reference List of Pests in Natural History Collections;10.3897/biss.7.112391;2023;Konsortium: NFDI4Biodiversity;journalArticle;Quelle: Dimensons;
Anke Naujokat, Matthias Razum, Hermann Schlimme;baureka.online. Bauforschungsdaten digital vernetzt;10.1515/atc-2020-1009;2022;Konsortium: NFDI4Objects;journalArticle;Quelle: Dimensons;
Robert Nasarek, Lozana Rossenova;Linked Open Data Management Services: A Comparison;10.5281/zenodo.7738424;2023;Konsortium: NFDI4Culture;dataset;Quelle: Zenodo Community NFDI4Culture;
Valentin Munteanu, Vladimir Starostin, Alessandro Greco, Linus Pithan, Alexander Gerlach, Alexander Hinderhofer, Stefan Kowarik, Frank Schreiber;Neural network analysis of neutron and X-ray reflectivity data: Incorporating prior knowledge for tackling the phase problem;10.48550/ARXIV.2307.05364;2023;Konsortium: DAPHNE4NFDI;preprint;Quelle: Dimensons;
David Montero, César Aybar, Miguel D. Mahecha, Francesco Martinuzzi, Maximilian Söchting, Sebastian Wieneke;A standardized catalogue of spectral indices to advance the use of remote sensing in Earth system research;10.1038/s41597-023-02096-0;2023;Konsortium: NFDI4Earth;journalArticle;Quelle: Dimensons;
Max Möbius, Katharina Juliane Popendicker, Sarah Böning;A-Match;DOI: 10.5281/ZENODO.6641652;2022;Konsortium: NFDI4Ing;computerProgram;Quelle: Publikationsseite NFDI4Ing;
Anatol-Fiete Näher, Carina N Vorisek, Sophie A I Klopfenstein, Moritz Lehne, Sylvia Thun, Shada Alsalamah, Sameer Pujari, Dominik Heider, Wolfgang Ahrens, Iris Pigeot, Georg Marckmann, Mirjam A Jenny, Bernhard Y Renard, Max Von Kleist, Lothar H Wieler, Felix Balzer, Linus Grabenhenrich;Secondary data for global health digitalisation;10.1016/S2589-7500(22)00195-9;2023;Konsortium: NFDI4Health;journalArticle;Quelle: Dimensons;
Sonja D. Mürtz, Johannes Simböck, Feng Zeng, Mahnaz Ghiasi, Simon Schönebaum, Ulrich Simon, Frank M. F. De Groot, Regina Palkovits;Elucidating the validity of electronic characteristics of transition metal perovskites as descriptors bridging electro- and chemocatalysis;10.1039/D3EY00206C;2023;Konsortium: NFDI4Cat;journalArticle;Quelle: Dimensons;
Fruzsina Molnár-Gábor, Julian Sellner, Sophia Pagil, Santa Slokenberga, Olga Tzortzatou-Nanopoulou, Katarina Nyström;Harmonization after the GDPR? Divergences in the rules for genetic and health data sharing in four member states and ways to overcome them by EU measures: Insights from Germany, Greece, Latvia and Sweden;10.1016/j.semcancer.2021.12.001;2022;Konsortium: GHGA;journalArticle;Quelle: Publikationsseite GHGA;
Fruzsina Molnár-Gábor, Michael J S Beauvais, Alexander Bernier, Maria Pilar Nicolas Jimenez, Mikel Recuero, Bartha Maria Knoppers;Bridging the European Data Sharing Divide in Genomic Science;10.2196/37236;2022;Konsortium: GHGA;journalArticle;Quelle: Publikationsseite GHGA;
Mona Mirtsch, Jan Kinne, Knut Blind;Exploring the Adoption of the International Information Security Management System Standard ISO/IEC 27001: A Web Mining-Based Analysis;10.1109/TEM.2020.2977815;2021;Konsortium: BERD@NFDI;journalArticle;Quelle: Publikationsseite BERD@NFDI;
Bernhard Miller;KonsortSWD: Vom Netzwerk zur integrierten Dateninfrastruktur der Gesellschaftsforschung;10.17192/BFDM.2021.2.8330;2021;Konsortium: KonsortSWD;journalArticle;Quelle: Dimensons;
Olaf Michaelis, Giacomo Lanza, Jochen Klar, Yves Vincent Grossmann, Torsten Rathmann,  Robin, Sabine Schönau, Harry Enke, Johannes Frenzel, Laura Meier, Thomas Schneider, Tim Hasler;rdmorganiser/rdmo-catalog: 1.3.1-rdmo-1.6.0;DOI: 10.5281/ZENODO.596706;2023;Konsortium: NFDI4Ing;computerProgram;Quelle: Publikationsseite NFDI4Ing;
